Fecha,Remesas Familiares Total Millones USD,Remesas Familiares  Money Orders  Millones USD,Remesas Familiares Cheques Personales Millones USD ,Remesas Familiares Transferencias Electronicas Millones USD ,Remesas Familiares Efectivo y Especie Millones USD,Remesas Familiares Total Miles de Operaciones ,Remesas Familiares Money Orders Miles de Operaciones ,Remesas Familiares Cheques Personales Miles de Operaciones,Remesas Familiares Transferencias Electronicas Miles de Operaciones,Remesas Familiares Efectivo y Especie Miles de Operaciones
01/07/19,3293.696376,14.489843,0,3246.744873,32.46166,9719.916,19.516,0,9601.881,98.519
01/08/19,3393.731307,13.462923,0,3358.239619,22.028765,9883.886,17.14,0,9810.232,56.514
01/09/19,3101.241139,12.023646,0,3069.408336,19.809157,9461.841,14.257,0,9388.938,58.646
01/10/19,3155.014769,11.328238,0,3122.861934,20.824597,9806.482,15.335,0,9734.614,56.533
01/11/19,2924.914931,11.880798,0,2891.477571,21.556562,8905.162,15.341,0,8823.4,66.421
01/12/19,3119.172287,16.320363,0,3045.662606,57.189318,9544.395,21.313,0,9384.086,138.996
01/01/20,2620.822448,16.64525,0,2564.941167,39.236031,8134.741,22.202,0,8037.961,74.578
01/02/20,2731.938517,11.873067,0,2694.825945,25.239505,8507.985,16.213,0,8425.95,65.822
01/03/20,4044.809494,15.844679,0,4015.49993,13.464885,10730.319,17.444,0,10663.572,49.303
01/04/20,2909.507637,10.108472,0,2876.842293,22.556872,8812.392,10.72,0,8743.416,58.256
01/05/20,3445.401709,10.19944,0,3413.762775,21.439494,10767.785,12.143,0,10693.756,61.886
01/06/20,3536.961463,12.948955,0,3501.341398,22.67111,10393.485,14.369,0,10312.055,67.061
01/07/20,3531.821212,12.064093,0,3494.819195,24.937924,10287.799,14.12,0,10199.873,73.806
01/08/20,3574.200618,11.979894,0,3545.422867,16.797857,10407.557,13.462,0,10345.881,48.214
01/09/20,3569.99554,12.414112,0,3541.703763,15.877665,10298.291,14.343,0,10242.654,41.294
01/10/20,3601.7004,12.290439,0,3570.287345,19.122616,10552.315,13.801,0,10493.063,45.451
01/11/20,3387.33597,12.066018,0,3353.390821,21.879131,9724.446,13.555,0,9657.459,53.432
01/12/20,3650.058948,24.490704,0,3597.810497,27.757747,10761.598,25.315,0,10660.16,76.123
01/01/21,3287.378224,17.271114,0,3254.089421,16.017689,9590.542,18.66,0,9533.981,37.901
01/02/21,3170.739804,15.423551,0,3143.683207,11.633046,9031.835,17.061,0,8984.128,30.646
01/03/21,4157.328144,18.609291,0,4122.903168,15.815685,11209.034,21.522,0,11148.195,39.317
01/04/21,4048.284239,15.637023,0,4016.634721,16.012495,10795.455,15.325,0,10740.31,39.82
01/05/21,4525.825642,21.436191,0,4477.713166,26.676285,12356.125,19.678,0,12269.321,67.126
01/06/21,4457.517202,28.542468,0,4395.488305,33.486429,11340.781,24.204,0,11232.659,83.918
01/07/21,4540.255252,19.553449,0,4492.644199,28.057604,11626.778,17.985,0,11544.245,64.548
01/08/21,4743.564412,17.616829,0,4706.727432,19.220151,12261.513,16.235,0,12198.502,46.776
01/09/21,4403.017431,13.778504,0,4371.597559,17.641368,11544.918,13.262,0,11493.206,38.45
